username,comment,comment_cleansing
@KV-UmarWOTB,"['jaksa', 'agung', 'curi', 'masjer', 'nama', 'jelas', 'singkat', 'biar', 'rakyat', 'tau', 'kenal', 'orang', 'biar', 'rakyat', 'tau', 'keluarga', 'curi', 'uang', 'negara']",jaksa agung curi masjer nama jelas singkat biar rakyat tau kenal orang biar rakyat tau keluarga curi uang negara
@arytheredevil7500,"['kalo', 'hukum', 'korupsi', 'lemah', 'kayak', 'kerupuk', 'laku', 'indonesia', 'enggak', 'takut']",kalo hukum korupsi lemah kayak kerupuk laku indonesia enggak takut
@hitacibanteng-mn5eq,"['coba', 'lihat', 'hukum', 'miskin', 'ayo', 'jagan', 'tebang', 'pilih', 'sita', 'aset', 'balikin', 'negara', 'jagan', 'wacana', 'omong', 'kosong', 'organisir', 'goib', 'manusia']",coba lihat hukum miskin ayo jagan tebang pilih sita aset balikin negara jagan wacana omong kosong organisir goib manusia
@masbudihartoyo3728,"['heran', 'tindak', 'korupsi', 'indonesia', 'rajalela', 'adil', 'hukum', 'langgar']",heran tindak korupsi indonesia rajalela adil hukum langgar
@RohmatRohmat-y6q,"['bumn', 'hancur', 'kalo', 'kelola', 'negara']",bumn hancur kalo kelola negara
@chezepan7920,"['negara', 'rugi', 'rugi', 'rakyat', 'beli', 'pertamax', 'kwalitas', 'pertalite', 'laku', 'vonis', 'penjara', 'sebentar', 'negara', 'sekongkol', 'jahat']",negara rugi rugi rakyat beli pertamax kwalitas pertalite laku vonis penjara sebentar negara sekongkol jahat
@farhanwahidi3133,"['sikat', 'habis', 'basmi', 'hama', 'tikus', 'dasi', 'nkri', 'miskin', 'biar', 'rasa', 'hidup', 'miskin']",sikat habis basmi hama tikus dasi nkri miskin biar rasa hidup miskin
@dedyhermansah1990,"['mantap', 'cinta', 'indonesia']",mantap cinta indonesia
@MhgaminG-l7p,"['bapak', 'e', 'sopo', 'iki']",bapak e sopo iki
@putrabilly7173,"['perkara', 'negara', 'rugi', 'trilliun', 'trilliun', 'menteri', 'bumn', 'setor', 'enggak']",perkara negara rugi trilliun trilliun menteri bumn setor enggak
@karimuddinsianturi94,"['rp', 't', 'nggap', 'uang', 'rec', 'eh']",rp t nggap uang rec eh
@burhanuddinamin8069,['libat'],libat
@ardianriges1090,"['orang', 'pintar', 'kambing', 'hitam', 'mudah', 'an', 'ahok', 'pantesan', 'orang', 'pintar', 'pindah', 'negeri']",orang pintar kambing hitam mudah an ahok pantesan orang pintar pindah negeri
@rnwaktuterbaik8562,"['kasihan', 'korban', 'penting', 'politik', 'perintah', 'kroni', 'ri']",kasihan korban penting politik perintah kroni ri
@lmp_88,"['pantau', 'harta', 'ketua', 'kpk', 'firli']",pantau harta ketua kpk firli
@lmp_88,"['bongkar', 'mafia', 'migas', 'negeri', 'jadi', 'tumbal', 'maling', 'kedok', 'jabat']",bongkar mafia migas negeri jadi tumbal maling kedok jabat
@ggaa41,"['maling', 'aku']",maling aku
@bjusr,"['era', 'surabaya']",era surabaya
@ogiarnanasution1471,"['perintah', 'kacau', 'balau', 'bukti', 'rezim', 'gagal', 'total', 'merdekaa']",perintah kacau balau bukti rezim gagal total merdekaa
@priacogan2564,"['keppres', 'inpres', 'laksana', 'laksana', 'beli', 'lebihin', 'volume', 'enggak', 'lapor', 'dewan', 'komisaris', 'rups', 'akibat', 'rugi', 'negara', 'lebih', 'pasok', 'lng', 'paksa', 'lebih', 'jual', 'hrg', 'rendah', 'negara', 'rugi', 'bandar', 'kayak', 'akuin', 'cerdas', 'arah', 'narasi', 'opini', 'pribadi', 'publik', 'ber', 'hak', 'bela', 'bela', 'sidang', 'adil']",keppres inpres laksana laksana beli lebihin volume enggak lapor dewan komisaris rups akibat rugi negara lebih pasok lng paksa lebih jual hrg rendah negara rugi bandar kayak akuin cerdas arah narasi opini pribadi publik ber hak bela bela sidang adil
@iwaniwan-ib4ei,"['tunjuk', 'buk', 'kalaw', 'dereksi', 'tuju', 'biar', 'jangam', 'tumbal', 'coba', 'telkomsel', 'jual', 'diam', 'rugi']",tunjuk buk kalaw dereksi tuju biar jangam tumbal coba telkomsel jual diam rugi
@ragnarok6834,"['resign', 'rugi', 'wkwkwkw', 'tanggung', 'dokumen', 'ttd', 'korporasi', 'lho', 'arti', 'stakeholder', 'libat']",resign rugi wkwkwkw tanggung dokumen ttd korporasi lho arti stakeholder libat
@dziigxx,"['gila', 'maling', 'kelas', 'kakap', 'kelas', 'curut', 'indah', 'negriku']",gila maling kelas kakap kelas curut indah negriku
@NofriMayosa-o5x,['botak'],botak
@YatmiBaelah16,"['jabat', 'lomba', 'bykkan', 'koropsi', 'bonus', 'kpk', 'mls', 'urus', 'koropsi']",jabat lomba bykkan koropsi bonus kpk mls urus koropsi
@RoniArifin-ms5sq,"['efek', 'hukum', 'timpal', 'akibat', 'koruptor', 'jera', 'rajalela', 'harus', 'korupsi', 'miliar', 'hukum', 'hukum', 'gantung', 'laku', 'bunuh', 'ribu', 'orang', 'susah', 'cari', 'uang']",efek hukum timpal akibat koruptor jera rajalela harus korupsi miliar hukum hukum gantung laku bunuh ribu orang susah cari uang
@subchanarifin8083,"['hukum', 'santai', 'khianat', 'bangsa']",hukum santai khianat bangsa
@sigitprayogo8087,"['cuma', 'negaraa', 'indonesia', 'kalah', 'lawan', 'manusia', 'korup', 'wkwkwkwk', 'lucu']",cuma negaraa indonesia kalah lawan manusia korup wkwkwkwk lucu
@albertdaniel3343,"['tebak', 'diskon']",tebak diskon
@abbyutara20-yj3rn,"['indonesia', 'koruptor', 'mulia', 'enggak', 'raut', 'sesal', 'tingkah', 'hukum', 'ringan', 'tolong', 'kaji', 'ulang', 'hukum', 'koruptor', 'kalo', 'hukum', 'mati', 'ketua', 'partai', 'tuju', 'bubar', 'partai', 'indonesia', 'ayo', 'rakyat', 'gerak']",indonesia koruptor mulia enggak raut sesal tingkah hukum ringan tolong kaji ulang hukum koruptor kalo hukum mati ketua partai tuju bubar partai indonesia ayo rakyat gerak
@darman9206,"['awas', 'sebentar', 'prabowo', 'demo', 'mahasewa']",awas sebentar prabowo demo mahasewa
@plangaplongo-g9e,"['orang', 'cilik', 'tau', 'negara', 'kayak', 'raya', 'jabat', 'tau', 'curi', 'kaya', 'rakyat', 'tipu', 'negara']",orang cilik tau negara kayak raya jabat tau curi kaya rakyat tipu negara
@sigitprayogo8087,"['hukum', 'bebaskann', 'hahahaha']",hukum bebaskann hahahaha
@blackstar2056,"['gaji', 'besar', 'kak']",gaji besar kak
@jerrykusuma1473,['paling'],paling
@Byandamedika,"['jaksa', 'agung', 'mantap', 'kpk', 'planga', 'plongo']",jaksa agung mantap kpk planga plongo
@ennytjahjani3550,"['muka', 'serasa', 'dosa']",muka serasa dosa
@H28Channel,"['indonesia', 'maling', 'dasi', 'keliar']",indonesia maling dasi keliar
@aguspujiono1991,"['sita', 'harta', 'black', 'list', 'biar', 'kerja']",sita harta black list biar kerja
@suwonowono8765,"['nkri', 'darurat', 'korupsi', 'hukum', 'mati', 'koruptor', 'nkri', 'bubar']",nkri darurat korupsi hukum mati koruptor nkri bubar
@adyalfatihalfatih5743,"['raut', 'muka', 'santai', 'tenaang', 'adeem', 'tahan', 'jaksa']",raut muka santai tenaang adeem tahan jaksa
@RohmatRohmat-y6q,"['tri', 'bumn', 'enggak', 'tau']",tri bumn enggak tau
@PAQIHRamadani-m1n,"['kalo', 'enggak', 'hukum', 'mati', 'korupsigk', 'hilang', 'kiamat']",kalo enggak hukum mati korupsigk hilang kiamat
@pdzak,"['enggak apa', 'vonis', 'penjara']",enggak apa vonis penjara
@hersonbudianto7097,"['perintah', 'mala', 'untung', 'rugi', 'masyarakat', 'beli', 'bbm', 'harga', 'pertamax', 'kasih', 'pertalite']",perintah mala untung rugi masyarakat beli bbm harga pertamax kasih pertalite
@leovd7177,"['ahok', 'apa', 'kerja', 'dipertamina', 'takut', 'koruptor']",ahok apa kerja dipertamina takut koruptor
@suratnoratno4295,"['edaan', 'jian', 'duite', 'arep', 'nggo', 'hukum', 'gantung', 'nyaho']",edaan jian duite arep nggo hukum gantung nyaho
@WawanKarangtalun,"['motor', 'mobil', 'cepat', 'rusak']",motor mobil cepat rusak
@dedicomaco3381,"['otw', 'napak', 'tilas', 'negara', 'burundi']",otw napak tilas negara burundi
@OkayQuiz99,"['hukum', 'mati']",hukum mati
@liesoenhian3536,"['pertalit', 'gas', 'melon', 'haram', 'orang', 'kayak', 'eeh', 'eeh', 'korupsi', 'dihalalken', 'hehehehehehehe']",pertalit gas melon haram orang kayak eeh eeh korupsi dihalalken hehehehehehehe
@AfriliaSari-fn7kq,"['koruptor', 'adakan', 'hukum', 'mati', 'kalo', 'enggak', 'maju', 'negara']",koruptor adakan hukum mati kalo enggak maju negara
@liesoenhian3536,"['koruptor', 'maaf', 'tenang']",koruptor maaf tenang
@ojiramakopo7338,"['minimal', 'lebaran', 'pantesan', 'kayak', 'kerja', 'dipertamina']",minimal lebaran pantesan kayak kerja dipertamina
@binghadi10,"['ganti', 'orang', 'korupsi', 'ganti', 'masak', 'makan', 'duit', 'rakyat']",ganti orang korupsi ganti masak makan duit rakyat
@WawanKarangtalun,"['harga', 'bbm', 'malaysia', 'kualitas', 'kelas', 'v', 'shell', 'banding', 'indonesia', 'au', 'ah', 'gelap']",harga bbm malaysia kualitas kelas v shell banding indonesia au ah gelap
@T-love-adp,"['lembutt', 'laku', 'kotor', 'babi', 'coba', 'kalo', 'orang', 'miskin', 'main']",lembutt laku kotor babi coba kalo orang miskin main
@fajaryk4036,"['ujung', 'hukum', 'malas']",ujung hukum malas
@maskuribem9197,"['t', 't', 'denda', 'juta']",t t denda juta
@giartospeedy,"['rakyat', 'tuntut', 'pertamina', 'lolos', 'uji', 'standart', 'quality', 'control', 'mutu', 'rendah', 'jual', 'masyarakat']",rakyat tuntut pertamina lolos uji standart quality control mutu rendah jual masyarakat
@WawanKarangtalun,"['rakyat', 'beli', 'pertamax', 'kualitas', 'pertalite', 'beli', 'pertalite', 'nih']",rakyat beli pertamax kualitas pertalite beli pertalite nih
@indonesiasatu9828,"['serah', 'kerja', 'kayak', 'korupsi']",serah kerja kayak korupsi
@taqyzurigaming6852,"['curi', 'enggak', 'dipukulin', 'tahu']",curi enggak dipukulin tahu
@stevenwijaya184,"['demo', 'kek', 'jilid', 'hal', 'tuntut', 'hukum', 'mati', 'koruptor', 'kayak', 'rakyat', 'indonesia', 'dukung', 'deh', 'laku', 'kroni']",demo kek jilid hal tuntut hukum mati koruptor kayak rakyat indonesia dukung deh laku kroni
@Sriwahyuni-zq9ti,['bakarr'],bakarr
@WawanKarangtalun,"['mending', 'petronas', 'kasih', 'masuk', 'biar', 'saing', 'pertamina']",mending petronas kasih masuk biar saing pertamina
@albertusPutra,"['pertalite', 'ganti', 'warna', 'pertamax', 'ron', 'pertalite']",pertalite ganti warna pertamax ron pertalite
@kusmantomanto7989,"['daging', 'babi', 'haram']",daging babi haram
@tuluskristian337,"['enggak', 'adil', 'langsung', 'tembak', 'mati', 'sita', 'aset']",enggak adil langsung tembak mati sita aset
@Hisar_Rpea,"['tugas', 'berwewenang', 'apa', 'cuman', 'pajang']",tugas berwewenang apa cuman pajang
@hendratampan2510,"['bravo', 'prabowo']",bravo prabowo
@RudiKoba,"['shell', 'enggak', 'tutup', 'usaha', 'kalah', 'saing', 'lawan', 'curang', 'bahan', 'baku', 'murah', 'jual', 'mahal']",shell enggak tutup usaha kalah saing lawan curang bahan baku murah jual mahal
@arisusanto6329,"['hukum', 'mati', 'takut', 'koruptor']",hukum mati takut koruptor
@tuluskristian337,"['mosok', 'dirut', 'enggak']",mosok dirut enggak
@wurimarsigit3476,"['bekuk', 'efisiensi', 'dana', 'didik']",bekuk efisiensi dana didik
@Hasan309-gt9ru,"['klamaan', 'jamaah', 'shrusnya', 'hukum', 'mati', 'pandang', 'bulu', 'pjabat']",klamaan jamaah shrusnya hukum mati pandang bulu pjabat
@yunar8256,"['huum', 'mati', 'semuaa', 'maling', 'iblishh']",huum mati semuaa maling iblishh
@khumpati3399,"['setan', 'koruptor', 'gantung']",setan koruptor gantung
@angindai8662,"['yuk', 'pindah', 'shell']",yuk pindah shell
@maryatiyati1991,"['rakyat', 'muak', 'dengat', 'berita', 'koropsi', 'dasar', 'manusia', 'iblis']",rakyat muak dengat berita koropsi dasar manusia iblis
@GustiBayu,['jianchok'],jianchok
@AimanGugud01-dm9bt,"['sopan', 'puya', 'anak', 'istri', 'hamil', 'muda', 'orang', 'tua', 'sakit', 'hukumn', 'ringn', 'tenang', 'paro', 'kuruptor', 'kurupsi']",sopan puya anak istri hamil muda orang tua sakit hukumn ringn tenang paro kuruptor kurupsi
@meylinarejeki7495,"['arak', 'negara', 'china', 'hukum', 'mati', 'maling', 'pisang', 'arak', 'keliling', 'kampung']",arak negara china hukum mati maling pisang arak keliling kampung
@timsugar,"['ajar', 'pintar', 'biar', 'nipu', 'orang']",ajar pintar biar nipu orang
@AzizahBwi-jw1mk,"['uang', 'kalo', 'beli', 'nasi', 'campur', 'kampung']",uang kalo beli nasi campur kampung
@bensual-albogori9266,"['indonesia', 'darurat', 'korupsi']",indonesia darurat korupsi
@khowasgamers7381,"['ketua', 'bumn', 'tangkap']",ketua bumn tangkap
@srisugiyanto4918,"['pertamina', 'isine', 'ger', 'maling', 'rugi']",pertamina isine ger maling rugi
@Domi_Barasa,"['mahasiswa', 'yuk', 'gerak', 'koruptor', 'miskin', 'sita', 'aset']",mahasiswa yuk gerak koruptor miskin sita aset
@morvelldesignteam9327,"['sibuk', 'demo', 'kuliner', 'non', 'halal', 'solo', 'naga', 'pik', 'rendang', 'babi', 'pokok', 'lolos', 'deh']",sibuk demo kuliner non halal solo naga pik rendang babi pokok lolos deh
@salahuddinyusuf5617,"['tikus', 'pelihara', 'majikan']",tikus pelihara majikan
@Asudalah-yao,"['manusia', 'kejam', 'dunia', 'gaji', 'besar']",manusia kejam dunia gaji besar
@YayanWaryono,"['asyii', 'ikk', 'rugi', 'negara']",asyii ikk rugi negara
@antohoe,"['bayar', 'bayar', 'bayar', 'by', 'sukat']",bayar bayar bayar by sukat
@SatriaNusantara62,"['tindak', 'laku', 'hukum', 'mati', 'koruptor', 'rangkap', 'kesan', 'senyum', 'tanda', 'hukum', 'indonesia', 'sandiwara']",tindak laku hukum mati koruptor rangkap kesan senyum tanda hukum indonesia sandiwara
@nunungirmawati5460,"['mahluk', 'buruk', 'maling', 'rambok', 'rugi', 'orang', 'rakyat', 'indonesia', 'hukum', 'cocok', 'mahluk']",mahluk buruk maling rambok rugi orang rakyat indonesia hukum cocok mahluk
@Ocasagali,"['kemarin', 'hujat', 'prabowo', 'omon', 'diam', 'anak', 'abah', 'anak', 'genjer', 'prabowo', 'militer', 'tempur', 'sugih', 'lahir', 'keluarga', 'besar', 'sugih', 'penting', 'apa', 'tersandra', 'penting', 'apa', 'biaya', 'libat', 'korupsi', 'apa', 'utang', 'mana', 'nyinyit', 'demo', 'mending', 'suruh', 'abah', 'bayar', 'utang', 'sandi', 'uno', 'hasyim', 'ganjar', 'suruh', 'balikin', 'duit', 'ektp', 'kpk', 'ribu', 'dollar']",kemarin hujat prabowo omon diam anak abah anak genjer prabowo militer tempur sugih lahir keluarga besar sugih penting apa tersandra penting apa biaya libat korupsi apa utang mana nyinyit demo mending suruh abah bayar utang sandi uno hasyim ganjar suruh balikin duit ektp kpk ribu dollar
@ROTANSBAND,"['kpk', 'kemna']",kpk kemna
@calonjuragan3076,"['mending', 'beli', 'pertalite']",mending beli pertalite
@HabibaZalfa,"['inti', 'kalo', 'uang', 'apbn', 'gede', 'selaras', 'hasil', 'bangun', 'sama', 'jabat', 'hidup', 'mewah', 'diam', 'curiga']",inti kalo uang apbn gede selaras hasil bangun sama jabat hidup mewah diam curiga
@BlackLabel-w6f,"['pantas', 'shell', 'naik', 'harga', 'pertamina', 'biar', 'untung', 'besar']",pantas shell naik harga pertamina biar untung besar
@dinasulistyowibowo6648,"['manusia', 'posisi', 'hal', 'manusia', 'milik', 'nafsu', 'komentar', 'hujat', 'peran', 'fakta']",manusia posisi hal manusia milik nafsu komentar hujat peran fakta
@yusbimarsono6123,"['prestasi', 'jaksa', 'agung', 'lejit', 'moncer']",prestasi jaksa agung lejit moncer
@CHANNELGo-j6x,"['coba', 'deh', 'pikir', 'jahat', 'parah', 'loh', 'rakyat', 'indonesia', 'tipu', 'laku', 'orang', 'jahat', 'loh', 'gila', 'pertalite', 'jadi', 'pertamax', 'gila', 'lo', 'manusia', 'iblis']",coba deh pikir jahat parah loh rakyat indonesia tipu laku orang jahat loh gila pertalite jadi pertamax gila lo manusia iblis
@Wepe-2u,"['koruptorr', 'kabehh']",koruptorr kabehh
@nunungirmawati5460,"['coba', 'koruptor', 'laku', 'kayak', 'nangkap', 'maling', 'rampak', 'seru']",coba koruptor laku kayak nangkap maling rampak seru
@MuchsinSanti,"['anjir', 'tampang', 'muka', 'kayak', 'silit']",anjir tampang muka kayak silit
@two.r3384,"['bangsa', 'korupsi', 'rata', 'rt']",bangsa korupsi rata rt
@FridsBengngu,"['uang', 'alir', 'kah', 'hukum', 'gapai', 'maybe', 'yes', 'maybe', 'no']",uang alir kah hukum gapai maybe yes maybe no
@sugionogiono7696,"['orang', 'kayak']",orang kayak
@masgrabae,"['pantesan', 'motor', 'ngadat', 'enggak', 'enak', 'jalan', 'jabat', 'anjng']",pantesan motor ngadat enggak enak jalan jabat anjng
@agussarwo5951,['hukum'],hukum
@Aspalhitam314,"['sumpah', 'mil', 'liter', 'enggak', 'rela', 'pribadi', 'beli', 'pertamax']",sumpah mil liter enggak rela pribadi beli pertamax
@ahmadzakariya4031,"['kirim', 'penjara', 'el', 'salvador']",kirim penjara el salvador
@SutrisnoWibowo-e4p,"['gatel', 'entar', 'penjara', 'trilyun', 'brow', 'ribu']",gatel entar penjara trilyun brow ribu
@zainaloni999,"['bentuk', 'pertamina', 'zaman', 'orba', 'pertamina', 'lepas', 'korupsi', 'akibat', 'rugi', 'negara', 'besar', 'masuk', 'kategori', 'mega', 'korupsi', 'mohon', 'perhati', 'presiden', 'prabowo']",bentuk pertamina zaman orba pertamina lepas korupsi akibat rugi negara besar masuk kategori mega korupsi mohon perhati presiden prabowo
@WahyuYudi-q2p,"['orang', 'tua', 'dewasa', 'beda', 'salah', 'buruk', 'fungsi', 'kendali', 'cegah', 'buruk']",orang tua dewasa beda salah buruk fungsi kendali cegah buruk
@Isengajachannel,"['penjara', 'miskin']",penjara miskin
@luatsitinjak7548,['ndasmu'],ndasmu
@Samsonchandra,"['gaji', 'pertamina', 'besar', 'rakus']",gaji pertamina besar rakus
@marhanfaiz5546,"['hukum', 'mati', 'koruptor', 'rakyat', 'muak', 'rakyat', 'eksekusi', 'koruptor']",hukum mati koruptor rakyat muak rakyat eksekusi koruptor
@sarinahsarinah2609,"['manusia', 'rakus', 'perut', 'isi', 'muat', 'piring', 'nasib', 'mendzolimi', 'masyarakat', 'enggak', 'mati', 'bawa', 'sembar', 'kain', 'kaffan']",manusia rakus perut isi muat piring nasib mendzolimi masyarakat enggak mati bawa sembar kain kaffan
@andrearyanta6445,"['kampret', 'apa', 'kemarin', 'beli', 'pertamax']",kampret apa kemarin beli pertamax
@dimas_utomo,"['omong', 'rugi', 'oh', 'kaya', 'tembak', 'kepala', 'lapor', 'usaha', 'lari', 'maling', 'tembak', 'kaki']",omong rugi oh kaya tembak kepala lapor usaha lari maling tembak kaki
@yosudarsoyosudarso8040,"['timbang', 'berkelakuan', 'sopan', 'religius', 'vonis', 'potong', 'tahan', 'denda', 'juta']",timbang laku sopan religius vonis potong tahan denda juta
@noorefrani7103,"['bumn', 'bersih', 'hasil', 'kakap', 'ratus', 't', 'ecek', 'hasil', 'teri']",bumn bersih hasil kakap ratus t ecek hasil teri
@tommytjahjo7602,"['tangkap', 'poin']",tangkap poin
@IchwanOnggi,"['hukum', 'mati', 'korea', 'utara']",hukum mati korea utara
@syahalam8993,"['hukum', 'ringan', 'pertimbangin', 'resiko', 'untung']",hukum ringan pertimbangin resiko untung
@wawansmart1726,"['wajib', 'pancung']",wajib pancung
@junaidi-1969,"['sereum', 'jahat']",sereum jahat
@IchwanOnggi,"['presiden', 'prabowo', 'korupsi', 'hukum', 'mati', 'makan', 'uang', 'haram', 'sikat', 'babat', 'habis', 'hore', 'kejut', 'hore']",presiden prabowo korupsi hukum mati makan uang haram sikat babat habis hore kejut hore
@patardaniel5592,"['luarbiasa', 'kerja', 'jaksa', 'ri', 'bongkar', 'mega', 'korupsi', 'jaksa', 'depan', 'berantas', 'korupsi']",luarbiasa kerja jaksa ri bongkar mega korupsi jaksa depan berantas korupsi
@sigithardiyatna3848,"['tebak', 'pasjaman', 'president']",tebak pasjaman president
@jujujuariah1001,"['ah', 'hukum', 'ringan']",ah hukum ringan
@yudhahadi8314,"['tuh', 'oknum', 'jabat', 'aparat', 'libat']",tuh oknum jabat aparat libat
@anugrahwahyus2421,"['bumn', 'enggak', 'sumbangsih', 'kecualai', 'korupsi']",bumn enggak sumbangsih kecualai korupsi
@yoooyooo9271,"['sekolah', 'tapibmalah', 'koruptor', 'dasar', 'anak', 'babi']",sekolah tapibmalah koruptor dasar anak babi
@Valenaja91,"['babi', 'setan']",babi setan
@vickstory1728,"['buka', 'tuh', 'masker', 'kopid']",buka tuh masker kopid
@agus7977,"['sopan', 'orang', 'hina', 'rompi', 'pakai', 'enggak', 'banting', 'seret', 'seret', 'alas', 'sop']",sopan orang hina rompi pakai enggak banting seret seret alas sop
@bubulaut8019,"['mari', 'doaakn', 'keluarga', 'nikmat', 'mati', 'kutuk', 'tuju', 'turun', 'ng']",mari doaakn keluarga nikmat mati kutuk tuju turun ng
@sugengsuyitno6694,"['rugi', 'masyarakat', 'beli', 'pertalite', 'hrga', 'pertamav']",rugi masyarakat beli pertalite hrga pertamav
@tidarsakti_2006,"['korupsi', 'besar', 'kuasa', 'mak', 'banteng', 'lihat', 'pertamina', 'trilyun', 'impor', 'gula', 'milyar', 'timah', 'trilyun']",korupsi besar kuasa mak banteng lihat pertamina trilyun impor gula milyar timah trilyun
@dinanur618,"['prabowo', 'jaksa', 'ku', 'uras', 'ambil', 'habis', 'harta', 'rumah', 'tanah', 'emas', 'mobil', 'miskin', 'kembali', 'rakyat', 'anak', 'enggak', 'sekolah', 'miskin', 'sekolah', 'kuliah', 'gratis']",prabowo jaksa ku uras ambil habis harta rumah tanah emas mobil miskin kembali rakyat anak enggak sekolah miskin sekolah kuliah gratis
@witzelljoki,"['enggak', 'koruptor', 'hukum', 'mati', 'biar', 'negara', 'enggak', 'amburadul']",enggak koruptor hukum mati biar negara enggak amburadul
@erwinhudoyono3699,"['hukum', 'mati', 'rakyat', 'derita']",hukum mati rakyat derita
