username,comment
@Nicaart_0,yakin betul kasus ini sudah lama diketahui kenapa baru sekarang di ungkap ada apa kenapa berbarengan dengan peluncuran danantara untuk pelaku semoga di hukum mati aamiin
@rahmannurhidayat3662,hukum mati
@Ariman-r3z,pantesan pada hidup mewah ternyata merugikan rakyat
@kodel26,kenapa ya tersangka kasus korupsi diperlakukan sangat baik dan sopan
@MasAnamChanel,tersangkanya ngaku ngoplos pertamax tp pmerintah membantah anjir
@ChanKeta-hh7ne,fix bulan penjara nih gk bisa nego lagi ini t bayar manusia gelap t beres masalahnya
@HermantoH-ko4io,negara bisa maju makmur sejahterah apabila korupsi bisa ditekan seminimal mungkin
@aryahakim5888,semoga kalau mmg ibu ini tidak bersalah mendapat proses seadil adilnya pun sebaliknya jika bersalah dan semoga orang dibalik layar bumn atau pertamina kelas kakapnya segera bisa muncul kepermukaan
@ardaardi9963,mantap bapak kejagung jika dlu ada kasus apeng riau kini kasus pertamina semoga hasil pencucian uang nya bisa menambah kas keuangan negara apreasiasi untuk bapak presiden bapak prabowo subianto djojohadikusumo semoga aliran pengelolaan minyak mentah milik negara yg selama ini salah dikelola memberikan pemasukan penambahan utk kas keuangan negara
@Lembu-ug6fe,indonesia kaya dan makmur klo bebas dari tikus rakus darurat hukuman mati un korupsi
@marnitumanggor9743,rakyat indonesia resah dengan kenaikan harga sembako terutama beras dan yang lain nya tolong bapak ketua lembaga dan para penyidik yang kpk yg profesional segera di usut tuntas tolong segera jangan tebang pilih usit tuntas siapa decision maker kebijakan instruksi presiden ri
@arifinahmad2311,semakin berani sekali koruptornya maantab krn hukum di indonesia leemah sekali nggak ada yg berani mengesahkan uu perampasan aset koruptor nggak ada yg berani pengesahan hukuman mati bagi koruptor makanya penegak hukumnya pada berani main kong kalikong sama koruptor nggak ada yg berani audit hakim jaksa serta polisi yg rentan bermain suap dg koruptor
@Dhanung,seharuse di hukum mati
@angkihunam9396,lucu sekali sudah tau negara miskin krna korupsi tapi masih di biarkan kami masyarakat biasa bingung dgn undang yg ada
@HeruSantoso-uj6en,peserta liga korupsi bertambah yaitu antam sawit
@totohusodo550,saya rakyat kecil pasrah sajalah yang saya tau kalau ada yang nyolong ayam dan ketangkep pasti masuk bui apapun alasannya pasti masuk bui apalagi kami tidak pintar berargumen apalagi kami tidak punya perintah jabatan kami rakyat kecil pandemi atau tidak pandemi maling ayam pasti masuk bui tidak peduli apapun alasannya keadilan memang benar untuk rakyat kecil bersalah pasti diadili seadil adilnya tapi tidak tau kalau pejabat dan mantan pejabat wallahu alam bisawab seharusnya dia tersangka tidak berargumen macem semakin jelas dia tersangka beladiri semakin memuakkan seharusnya dia tersangka menyesali kejadian itu sudah terjadi yang menyebabkan dia tersangka terseret dalam kasus itu dan dijadikan tersangka dan nanti akan dibuktikan di pengadilan bersama tim kuasa hukum seharusnya dia tersangka bilang begitu tidak bicara macem belum membuktikan apa kalau dia tersangka tidak bersalah tapi sudah bikin opini publik dikira kami rakyat kecil bodoh apa sampai kpk menetapkan dia sebagai tersangka pasti kpk sudah ada dan punya bukti bertarung sajalah di pengadilan buktikan jangan bikin opini publik yang macem memuakkan semoga allah menyelamatkan dan selalu melindungi hidup kami rakyat kecil pasrah sajalah
@asepsunarya4924,hehe sptnya saat ini hukum hanya berfihak kepada penguasa kroninya tumpul ke teman tajam ke lawan beberapa pengadilan sptnya hanya formalitas
@alvar_crafter,sadis
@SuasanaAlami,keren tersampaikan semua uneg kita sebagai rakyat
@latugaproperty6106,pejabat di china sebelum dilantik wajib kunjungi penjara koruptor di china calon pejabat dan keluarganya diwajibkan untuk mengikuti tour ke penjara koruptor untuk melihat narapidana korupsi yang sengsara dan menunggu giliran dieksekusi ini perlu nggak ya sebagai pengganti retreat
@Bangun-Indonesia-Gemilang,dukung penuh pemberantasan korupsi hukum berat koruptor dan miskinkan koruptor sahkan segera undang perampasan aset koruptor
@efdijata675,ibu yg keren pd jamannya
@RizTheUrbanExplorer,terjadi waktu presidennya sby waduh harus dipertanyakan ini dahlan iskan juga disebut sebut
@novacjoekovic8819,pertamina jadi atm pejabat
@riuand4968,sesekali kami rakyat yang ambil alih untuk menghukum para koruptor
@shubuhFishingExpeditions,kren
@ZEROQuiet,yang jujur pasti dipenjarakan difitnah dikorbankan demi kepentingan kelompok
@MariosBlue,mayor teddy kerja sampingan
@leostandar3072,pemerintah kita tidak sedang baik saja orang jujur di tangkap yang korupsi di bebaskan berkeliaran inilah persengkongkolan yang nyata
@irwansidea,ternyata pertamina bisa untung tapi di tahun ga mau dilaksanakan ini berarti sengaja pertamina dibuat rugi
@DinoPler007,siapa yang membiarkan bro memasak
@ShinBeth-z7c,sama saat ahok stlh tdk jd gub dki makin terkuak semua korupsi di dki sama jg saat dia sbg preskom pertamina saat dia mundur terkuak jg korupsi di pertamina berarti mmg pada takut sama ahok tuk berbuat yg neko
@dedikeans5090,itulah dirut pertamina kalau bicara selalu bilang untung kenyataannya pesangon abk kontrak perkapalan pertamina sampai sekarang blm di bayar
@yulisbaso7738,korupsi makin menjadi jadi para koruptor tidak takut dengan hukuman mereka hanya takut miskin jadi sebaiknya harta para koruptor di sita di miskinkan
@ayuwiyanti4401,buka semua bu karen sejelas jelasnya
@uripjayaph7092,hukum seberat beratnya dan yang ikut menikmati hasil korupsi harus dihukum juga termasuk keluarganya
@jabalangerot7724,dari pengeksport lng menjadi ke pengimport lng parah sudah bentar lagi semua sda habis tanpa secuil pun rakyat yg menikmatinya masing cari jalan aman sendiri
@XereX-q3o,sudah banyak yg jadi tumbal ybs
@wanthobo1763,dalam hal ini kpk hendaknya bekerja lebih profesional dan spertinya salah sasaran bukqn eks dirut pertamina yg mnjadi trsangka tentunya kesalahan ini di pihak lain secara terbuka hal ini di sebut akabat adanya kepentingan pihak lain dan mau tak mau mencari kambing hitam yaitu eks dirut itu sendiri namun secara akademis kasus ini sudah salah tangkap untuk itu kpk hendaknya bkrja dgn profesional lagi
@adb8973,semoga secepatnya spbu bp vivo dan shell segera tersedia sebanyak mungkin di luar wilayah jabodetabek udah eneg gw sama bahan bakar busuk
@YusufWalker-wf1zg,menyalah abangku
@UnitedSNAKESofAmerica911,priit anda pelanggaran
@awb1121,isinya maling kabeh yg maling duit negara rata agaamis lho jilbanan gak takut dosa mereka
@fandy2006,semangat terus bu ka saya percaya integritas ibu ka karena saya tau kinerja dan konsistensinya ibu ka sewaktu menjadi atasan saya di pertamina
@muhamadwubisono6245,jgn pakai lama hukum mati
@permihuspita,tolong hukum ditegakkan
@snyt2280,dipenjara tahun tapi kok baru tahun lebih sudah dibebaskan gimana ceritanya wahai pemerintah
@lupihanif-xg8qr,orang didikan zaman orde baru korupsi di nkri ini sudah menjadi tradisi orang indonesia dan penyakit korupsi sudah sampai ke akarnya sampai kiamat tidak akan hilang penyakit korupsi di nkri ini
@efultea9184,masa pandemi harga minyak turun perasaan beli bbm di pom pertamina waktu masa pandemi tidak ada turunnya tuh
@nuepoelofficial,auto hijab dan berpeci klo dah pake baju oren mah
@JhonHendri-u4m,waktu pembahasan angota dpr dari fraksi pdi p daerah pemilihan jatim pernah berbicara kualitas pertamax buruk menyebabkan mobil rusak akhir terbukti kejahatan dillakukan karyawan pertamina
@SuhandaSuhanda-bk5fz,bukannya takut korupsi itu tapi malah berkembang biak karena hukumnya tdk jelas
@putagendheng1861,gilaa malingnya menyeluruh
@romdhonidhoni7914,sudah sangat muak liat para koruptor diindonesia masih saja cengar cengir dan senyum didepan awak media harusnya hukum mati saja para koruptor itu
@mangcecep1415,usut sampai tuntas jangan biarkan para mantan mebijmati hasil korupsi
@Abe-777,luar biasa bu karen sangat detail sekali
@NarendraSebas,wkwkwk asik nih konsepnya
@dhanaradhitya7059,nonton berita kyk nonton stand up gilaakk somasi buzzer satu itu mah lewat
@CecepBudiman-n5b,susah amat bikin undang hukum mati koruptor
@yoovifitriansyah8951,kompor gass
@teryuciha,hanya disini beritanya real
@prihatinpusink651,ayoo dorong uu perampasan asset dgn hukuman mati bagi para koruptor selama itu tdk disahkan dan keadilan hukum tdk diberlakukan maka apapun sistem kita bernegara dan siapapun presidennya semuanya tetap jd omon sebagai hiburan bagi rakyat krn penyakit bangsa ini sjk merdeka sampai sekarang adlh korupsi sdh jadi virus yg menggrogoti anggaran negara serta memanipulasi kebijakan dan uu negara yg merugikan kesejahteraan rakyatnya namun menguntungkan para pengusaha penguasa keluarganya dan partai bagaimana berharap negara ini akan maju adil dan makmur yg pasti tetap aja gelapp
@suprianto213,segera sah kan uu perampasan aset koruptor ini sudah sangat urgen
@jeffrywala8783,otww virall
@effensuffendi7832,pertama hukum di dlm negri harus di ubah total jdi yg mau korup kn berpikir hukum gantung klau tdk hukuman mati
@antonprabowo1830,tolong di backup beliau ini
@afshakurniawan1316,darurat udang perampasan aset
@danielyulianto,ibu ini dikorbankan oknum tertentu semoga keadilan berpihak pada ibu karen
@MuhyidinMuhyidin-q7r,kalau benar dan butuh executor sepertinya banyak yang antre untuk jadi algojo bravo pak prabo
@smallframe2704,apapun korupsinya rakyat yg jadi korban nya
@eka2808,terserah orang bilang kalau jokowi kuat dinastinya tapi setidak tidaknya skandal korupsi di era dia ga segila era sby problematik sekali kasus korupsi di dua periode kepemimpinannya korupsi sapi suap besannya wisma atlet suap menpora e ktp hambalang dan yg paling ga pernah kita lupa skandal century lalu ditambah lagi sekarang lng pertamina ini ga ada beda sby sama pak harto gurita korupsinya jangan pernah dipilih lagi partai ini
@MochAtlantik-qs7kp,kasian korban kebijakan untuk para pejabat penyelenggara perintah jangan pernah takut apabila kebijakan tersebut tdk terukur maka tolak semua itu jangan takut ngak makan allah akan memberikan jalan yg seluas luasnya
@Assyifa212,semakin besar uang rakyat yang di korupsi semakin besar juga peluang untuk bebas dari hukum
@anandhitofennady1196,alhamdulillah almaz gw selalu pake minimum vivo karena motor suzuki gsx r gw sempat ngadat fuel filter sensor nya dan kata mekaniknya gegara bensin gw yang padahal pake pertamax dulu gw sempat denial namun setelah berita ini gw kapok dan stop pake bensin gituan pagi ini start pake vivo atau shell yang green atau per turbo kek gw gabakal percaya case closed
@Om_Fungky,bukan aksi pribadi tp untuk kepentingan pribadi kan
@Ahmad26.,kok bisa para petinggi pertanian yang lainnya ngk tau kyk komisaris
@SmJY-24end,tepi jurang dasar jurang
@acungbalik2264,hukum mati korupsi
@rachmadimadi9940,kasihan ibu karen bukan wajah koruptor mungkin karna sistim
@ibu083,dari kemarin korupsi besarn kejaring sama kejagung mulu kpk mana woy apa masih ada yg namanya kpk bubarin aja kpk gak guna ngabisin anggaran aja
@KepoArtStudio,produksi miyak dalam negri sengaja diperkecil supaya kekurangan supply lalu membuat keputusan import minyak dengan harga markup trus yang bayar negara rugi berapa kali lipat tuh negara ga ada kapoknya korupsi di majapahit
@burhanudinkamal,jadi tumbal para begundal
@zabrahozore3817,ibu korban poltik dan kepentingan ini hal yang sangat lucu
@bmcchannelofficial,tuntut pertamina selama ini rakyat telah di bohongi selama th
@kemassy7162,tingkat ke hati an thd resiko bisnis yg telah dilakukan oleh seorang ibu karen ex dirut pertamina dg melakukan beberapa kali due dilligence thd berbagai aspek terkait resiko investasi aja stlh resign masih dipersoalkan maka sdh terbayang para pejabat negara dg cuma bermodal l dont read what l signed yg telah melakukan berbagai proyek trilyunan dana apbn ikn kcjb dsb dg tanpa melakukan berbagai studi komprehensif yg diperlukan stlh mereka pensiun pasti akan menjadi masalah besar maka nya jgn heran jika mereka dg cara licik akan mati an mempertahan kan tapuk kekuasaan demi menutupi borok dan kekurangan mereka
@Rizk_Jr,mantap kerja bagus
@dedi4777,hukum matii
@bougati8425,kapan indonesia serius memberantas korupsi selama uu perampasan aset koruptor dan hukum mati koruptor belum disahkan maka praktek korupsi akan tetap ada
@DaniAchmat,indonesia memang benar tidak bisa diharapkan menghukum para koruptor
@saitamaking4276,sabar dan semangat bu karen allah yg akan membantu
@Nothing_z24,pemerintah indonesia mantap ditunggu club baru diliga selanjutnya pertamina cc corruption club sangat kuat bahkan club lain masih tertinggal jauh poin nya
@soulbytes,basi lah kalau belm ada uu perampasan aset negara di rugikn t udah duit negara hilang belum lagi kerugian dari yang seharusnya negara dapat keuntunhan dr uang yg sudah dikeluarkan rugi waktu rugi modal rugi untung diambil koruptor nggk heran di tangkep masih cengangas cengenges
@Stn666-u3e,kelas
@OppoOppoA95-j6j,makanya sy tidak pernah setuju klu orang korupsi di indonesia mau di hukum berat karena semua akibat sistem yang buruk
@angkihunam9396,kapan baru ada pemimpin di negara ini yg bisa basmi org yg korupsi
@riellatuconsina598,negeri ini semakin sulit untuk menegakkan keadilan kebenaran yang lemah di injak dan yang kuat semakin tegak
@virginiaman5055,hukum mati byk rugikan org
@ifanisyafiqdwimusholli5528,ngerii lanjutkan program ini
@randyipakit1621,kelass kingg
@UdinusDev,kasus korupsi setahu saya ada beberapa kategori memperkaya diri sediri golongan merugikan negara misadministrasi keuangan dalam hal ini sepertinya bu karen dikenai tuduhan merugikan negara padahal saat pertamina rugi bu karen surah tidak menjabat lagi seharusnya masih harus ditelisik lagi kenapa negara rugi pada periode yg disebutkan jadi bisa jelas siapa sebenarnya yg membuat rugi pertamina
@ArtisSenior,bayangin total uang korupsi segitu banyak jika gak di korup pasti sejahtera negara ini
@primary4075,jadi pertamina bilang ron adalah bensin kotor karena beneran kotor dari penipuan ya
@arisprihartanto1204,seorang yg cerdas pintar berkualitas cara bicaranya tenang jelas sekali merasa tidak melakukan tindakan kesalahan apalagi sampai korupsi itu sdh sangat tercermin dipribadi ibu karen yg menyampaikan peryataan diawak media dia hanya dikorbankan oleh orang yg lebh berkuasa krn dia bekerja atas dasar perintah jabatan bongkar saja orang yg terlibat didalamnya semoga kebenaran akan menang
@kalimahalmutajasad1272,negeri yang masyarakatnya sangat religius agamis tapi korupsi sangat subur
@alwanwan4377,jika kita nilai dr bhs dan mimik ibu cara menjelaskan dgn tanpa berpikir ini atau itu sbenarnya ibu sdh membeberkan hal yg sbenarnya lantas knpa kpk bisa menjadikan dia tersangka
@ryantochandra3244,ngak bisa berkata sama negeri ini mental bobrok
@sohibefendi3568,negara macam apa ini dikit korupsi oh nasib
@taufanlukman,buaanyak betul koruptor di negeri ini
@trissutrisno3331,percayalah negara ini cocok di pimpin oleh kim joung un
@sujimanjiman4187,mahasiswa seluruh indonesia dpr ri beserta ketua dpr ri belum mau mengesahkan ruu perampasan aset para koruptor tolong para mahasiswa seluruh indonesia kepung dan duduki gedung dpr ri secepatnya agar supaya dpr ri beserta ketua dpr ri secepatnya mengesahkan ruu perampasan aset para koruptor rakyat indonesia hanya berharap kepada para mahasiswa sebagai generasi penerus bangsa ini dpr ri dari era presiden joko widodo hingga era sekarang presiden prabowo tidak mewakili rakyat indonesia dpr ri sepertinya pengkhianat rakyat indonesia rakyat indonesia sudah tidak percaya lagi kepada semua anggota dpr ri
@PAUDQURROTAAYUN,sby perlu di periksa juga
@papariokwkw,metro menggoreng yages ya
@Ito_rshr3263,ibu ini sgt sakti mulai masuk kerja di pertamina thn langsung jadi dirut premium hrg l thn melonjak kali lipat jadi l thn pernah divonis thn oleh tipikor tapi cuma thn dijalanin karena dibebaskan ma apakah dia akan lolos lagi sekarang apakah kena diskon lagi oleh ma
@muhammadsafarudin6397,gosong cheff
@HajiEninBinSahawi,siapa yang membiarkan metro tv memasak dawg
@daon5496,selama tdk ada hukuman mati pd pemaling malingnya tetap merajalela
@prisaijp,kebiasaan maling berkolaborasi utk cari kambing hitam semoga diberi ketabahan jalan keluar amin
@agushboy230,sabar bu uangkap kebeneran yang ada semoga cepat selesai
