username,comment,predict
@ronxander,ibu yg kuat ya sampaikan faktanya jika itu sebuah kebenaran semoga allah menunjukkan yg benar itu benar dan yg salah itu salah,Positif
@ayikofficiall,persetan dengan ham kalau berhadapan dengan koruptor,Negatif
@IrsanPradiputra,gak ada wajah menyesal sedikitpun padahal uang rakyat juga korban banyak,Negatif
@sudirmandirman2634,hukum mati atau hukum seumur hidup para koruptor,Negatif
@komodo52,efek kurang pembagian mah ini klo pembagian nya adil pasti semua diam,Negatif
@herisumartono2422,instruksi presiden th sby lah presiden nya,Netral
@saraswatihariman8318,wanita pintar cerdas luar biasa semoga kuat ya bu karen dan tetap semangat smg allah melindungi,Positif
@NurAini-ns8lj,woww mantep,Netral
@ragiljumari683,lho kpk harus bener tepat lho dalam melakukan tindak kan harus profesional jangan sampai salah,Netral
@johanessaragih1044,karen memang keren maju terus jgn takut harusnya sekelas kompas bisa sajikan data lbh lengkap spt siapa saja dirut stlh karen dan ada apa aksi korporasi apa,Negatif
@MahkotaWalet,parah,Negatif
@heromail2903,mahkamah agung adalah titik lemah pemberantasan korupsi banyak tersangka dan terhukum korupsi yg dikorting hukumannya oleh ma kalau indonesia hancur karena korupsi maka ma adalah pihak yg paling bertanggung jawab,Negatif
@RuangAntiKorupsi,komika tahan nafas berharap saatnya belum pas sambil mengangkat kedua tangan berpikir mundur atau jangan,Netral
@NataliaNur-v9m,harus di hukum seberat nya krn sudah buat rugi negars,Negatif
@dedyrosidi7619,jaksa agung yang nangkap hakim yg meringankan dan membebaskan,Negatif
@sugipwd8348,aiisshh ya begitulah selama koruptor gk dihukum mati ya masih tetep aja tangkep muncul laennya,Negatif
@rahmahseptiani4772,hukuman seumur hidup kirain cm harvey moes tryt ada lgi lbh besar,Negatif
@unangpancing5025,trilyun broo gak mungkin uangnya diminta balik segitu jumlahnya paling sisanya saja m iya sisa setelah ditabung di luar negeri doongg keluar dari hukuman juga aman saja uang banyaakk,Negatif
@sultanisra8796,seru nih,Netral
@muarofah_arfn0401,mantap bangett gilak lovee deh,Negatif
@madyevanangel1862,kl dilihat dr tutur katanya bu karen tidak bersalah hanya aturan nya aja yg menjebak seolah olah salah dirut sama kaya kejadian dahlan iskan,Negatif
@Nicaart_0,yakin betul kasus ini sudah lama diketahui kenapa baru sekarang di ungkap ada apa kenapa berbarengan dengan peluncuran danantara untuk pelaku semoga di hukum mati aamiin,Negatif
@rahmannurhidayat3662,hukum mati,Negatif
@Ariman-r3z,pantesan pada hidup mewah ternyata merugikan rakyat,Negatif
@kodel26,kenapa ya tersangka kasus korupsi diperlakukan sangat baik dan sopan,Negatif
@MasAnamChanel,tersangkanya ngaku ngoplos pertamax tp pmerintah membantah anjir,Negatif
@ChanKeta-hh7ne,fix bulan penjara nih gk bisa nego lagi ini t bayar manusia gelap t beres masalahnya,Negatif
@HermantoH-ko4io,negara bisa maju makmur sejahterah apabila korupsi bisa ditekan seminimal mungkin,Negatif
@aryahakim5888,semoga kalau mmg ibu ini tidak bersalah mendapat proses seadil adilnya pun sebaliknya jika bersalah dan semoga orang dibalik layar bumn atau pertamina kelas kakapnya segera bisa muncul kepermukaan,Netral
@ardaardi9963,mantap bapak kejagung jika dlu ada kasus apeng riau kini kasus pertamina semoga hasil pencucian uang nya bisa menambah kas keuangan negara apreasiasi untuk bapak presiden bapak prabowo subianto djojohadikusumo semoga aliran pengelolaan minyak mentah milik negara yg selama ini salah dikelola memberikan pemasukan penambahan utk kas keuangan negara,Positif
@Lembu-ug6fe,indonesia kaya dan makmur klo bebas dari tikus rakus darurat hukuman mati un korupsi,Negatif
@marnitumanggor9743,rakyat indonesia resah dengan kenaikan harga sembako terutama beras dan yang lain nya tolong bapak ketua lembaga dan para penyidik yang kpk yg profesional segera di usut tuntas tolong segera jangan tebang pilih usit tuntas siapa decision maker kebijakan instruksi presiden ri,Negatif
@arifinahmad2311,semakin berani sekali koruptornya maantab krn hukum di indonesia leemah sekali nggak ada yg berani mengesahkan uu perampasan aset koruptor nggak ada yg berani pengesahan hukuman mati bagi koruptor makanya penegak hukumnya pada berani main kong kalikong sama koruptor nggak ada yg berani audit hakim jaksa serta polisi yg rentan bermain suap dg koruptor,Negatif
@Dhanung,seharuse di hukum mati,Negatif
@angkihunam9396,lucu sekali sudah tau negara miskin krna korupsi tapi masih di biarkan kami masyarakat biasa bingung dgn undang yg ada,Negatif
@HeruSantoso-uj6en,peserta liga korupsi bertambah yaitu antam sawit,Negatif
@totohusodo550,saya rakyat kecil pasrah sajalah yang saya tau kalau ada yang nyolong ayam dan ketangkep pasti masuk bui apapun alasannya pasti masuk bui apalagi kami tidak pintar berargumen apalagi kami tidak punya perintah jabatan kami rakyat kecil pandemi atau tidak pandemi maling ayam pasti masuk bui tidak peduli apapun alasannya keadilan memang benar untuk rakyat kecil bersalah pasti diadili seadil adilnya tapi tidak tau kalau pejabat dan mantan pejabat wallahu alam bisawab seharusnya dia tersangka tidak berargumen macem semakin jelas dia tersangka beladiri semakin memuakkan seharusnya dia tersangka menyesali kejadian itu sudah terjadi yang menyebabkan dia tersangka terseret dalam kasus itu dan dijadikan tersangka dan nanti akan dibuktikan di pengadilan bersama tim kuasa hukum seharusnya dia tersangka bilang begitu tidak bicara macem belum membuktikan apa kalau dia tersangka tidak bersalah tapi sudah bikin opini publik dikira kami rakyat kecil bodoh apa sampai kpk menetapkan dia sebagai tersangka pasti kpk sudah ada dan punya bukti bertarung sajalah di pengadilan buktikan jangan bikin opini publik yang macem memuakkan semoga allah menyelamatkan dan selalu melindungi hidup kami rakyat kecil pasrah sajalah,Negatif
@asepsunarya4924,hehe sptnya saat ini hukum hanya berfihak kepada penguasa kroninya tumpul ke teman tajam ke lawan beberapa pengadilan sptnya hanya formalitas,Negatif
@alvar_crafter,sadis,Negatif
@SuasanaAlami,keren tersampaikan semua uneg kita sebagai rakyat,Negatif
@latugaproperty6106,pejabat di china sebelum dilantik wajib kunjungi penjara koruptor di china calon pejabat dan keluarganya diwajibkan untuk mengikuti tour ke penjara koruptor untuk melihat narapidana korupsi yang sengsara dan menunggu giliran dieksekusi ini perlu nggak ya sebagai pengganti retreat,Negatif
@Bangun-Indonesia-Gemilang,dukung penuh pemberantasan korupsi hukum berat koruptor dan miskinkan koruptor sahkan segera undang perampasan aset koruptor,Negatif
@efdijata675,ibu yg keren pd jamannya,Positif
@RizTheUrbanExplorer,terjadi waktu presidennya sby waduh harus dipertanyakan ini dahlan iskan juga disebut sebut,Negatif
@novacjoekovic8819,pertamina jadi atm pejabat,Negatif
@riuand4968,sesekali kami rakyat yang ambil alih untuk menghukum para koruptor,Negatif
@shubuhFishingExpeditions,kren,Netral
@ZEROQuiet,yang jujur pasti dipenjarakan difitnah dikorbankan demi kepentingan kelompok,Negatif
@MariosBlue,mayor teddy kerja sampingan,Negatif
@leostandar3072,pemerintah kita tidak sedang baik saja orang jujur di tangkap yang korupsi di bebaskan berkeliaran inilah persengkongkolan yang nyata,Negatif
@irwansidea,ternyata pertamina bisa untung tapi di tahun ga mau dilaksanakan ini berarti sengaja pertamina dibuat rugi,Netral
@DinoPler007,siapa yang membiarkan bro memasak,Negatif
@ShinBeth-z7c,sama saat ahok stlh tdk jd gub dki makin terkuak semua korupsi di dki sama jg saat dia sbg preskom pertamina saat dia mundur terkuak jg korupsi di pertamina berarti mmg pada takut sama ahok tuk berbuat yg neko,Negatif
@dedikeans5090,itulah dirut pertamina kalau bicara selalu bilang untung kenyataannya pesangon abk kontrak perkapalan pertamina sampai sekarang blm di bayar,Negatif
@yulisbaso7738,korupsi makin menjadi jadi para koruptor tidak takut dengan hukuman mereka hanya takut miskin jadi sebaiknya harta para koruptor di sita di miskinkan,Negatif
@ayuwiyanti4401,buka semua bu karen sejelas jelasnya,Positif
@uripjayaph7092,hukum seberat beratnya dan yang ikut menikmati hasil korupsi harus dihukum juga termasuk keluarganya,Negatif
@jabalangerot7724,dari pengeksport lng menjadi ke pengimport lng parah sudah bentar lagi semua sda habis tanpa secuil pun rakyat yg menikmatinya masing cari jalan aman sendiri,Negatif
@XereX-q3o,sudah banyak yg jadi tumbal ybs,Netral
@wanthobo1763,dalam hal ini kpk hendaknya bekerja lebih profesional dan spertinya salah sasaran bukqn eks dirut pertamina yg mnjadi trsangka tentunya kesalahan ini di pihak lain secara terbuka hal ini di sebut akabat adanya kepentingan pihak lain dan mau tak mau mencari kambing hitam yaitu eks dirut itu sendiri namun secara akademis kasus ini sudah salah tangkap untuk itu kpk hendaknya bkrja dgn profesional lagi,Netral
@adb8973,semoga secepatnya spbu bp vivo dan shell segera tersedia sebanyak mungkin di luar wilayah jabodetabek udah eneg gw sama bahan bakar busuk,Negatif
@YusufWalker-wf1zg,menyalah abangku,Negatif
@UnitedSNAKESofAmerica911,priit anda pelanggaran,Negatif
@awb1121,isinya maling kabeh yg maling duit negara rata agaamis lho jilbanan gak takut dosa mereka,Negatif
@fandy2006,semangat terus bu ka saya percaya integritas ibu ka karena saya tau kinerja dan konsistensinya ibu ka sewaktu menjadi atasan saya di pertamina,Positif
@muhamadwubisono6245,jgn pakai lama hukum mati,Negatif
@permihuspita,tolong hukum ditegakkan,Negatif
@snyt2280,dipenjara tahun tapi kok baru tahun lebih sudah dibebaskan gimana ceritanya wahai pemerintah,Negatif
@lupihanif-xg8qr,orang didikan zaman orde baru korupsi di nkri ini sudah menjadi tradisi orang indonesia dan penyakit korupsi sudah sampai ke akarnya sampai kiamat tidak akan hilang penyakit korupsi di nkri ini,Negatif
@efultea9184,masa pandemi harga minyak turun perasaan beli bbm di pom pertamina waktu masa pandemi tidak ada turunnya tuh,Negatif
@nuepoelofficial,auto hijab dan berpeci klo dah pake baju oren mah,Negatif
@JhonHendri-u4m,waktu pembahasan angota dpr dari fraksi pdi p daerah pemilihan jatim pernah berbicara kualitas pertamax buruk menyebabkan mobil rusak akhir terbukti kejahatan dillakukan karyawan pertamina,Negatif
@SuhandaSuhanda-bk5fz,bukannya takut korupsi itu tapi malah berkembang biak karena hukumnya tdk jelas,Negatif
@putagendheng1861,gilaa malingnya menyeluruh,Negatif
@romdhonidhoni7914,sudah sangat muak liat para koruptor diindonesia masih saja cengar cengir dan senyum didepan awak media harusnya hukum mati saja para koruptor itu,Negatif
@mangcecep1415,usut sampai tuntas jangan biarkan para mantan mebijmati hasil korupsi,Negatif
@Abe-777,luar biasa bu karen sangat detail sekali,Positif
@NarendraSebas,wkwkwk asik nih konsepnya,Netral
@dhanaradhitya7059,nonton berita kyk nonton stand up gilaakk somasi buzzer satu itu mah lewat,Negatif
@CecepBudiman-n5b,susah amat bikin undang hukum mati koruptor,Negatif
@yoovifitriansyah8951,kompor gass,Negatif
@teryuciha,hanya disini beritanya real,Netral
@prihatinpusink651,ayoo dorong uu perampasan asset dgn hukuman mati bagi para koruptor selama itu tdk disahkan dan keadilan hukum tdk diberlakukan maka apapun sistem kita bernegara dan siapapun presidennya semuanya tetap jd omon sebagai hiburan bagi rakyat krn penyakit bangsa ini sjk merdeka sampai sekarang adlh korupsi sdh jadi virus yg menggrogoti anggaran negara serta memanipulasi kebijakan dan uu negara yg merugikan kesejahteraan rakyatnya namun menguntungkan para pengusaha penguasa keluarganya dan partai bagaimana berharap negara ini akan maju adil dan makmur yg pasti tetap aja gelapp,Negatif
@suprianto213,segera sah kan uu perampasan aset koruptor ini sudah sangat urgen,Negatif
@jeffrywala8783,otww virall,Netral
@effensuffendi7832,pertama hukum di dlm negri harus di ubah total jdi yg mau korup kn berpikir hukum gantung klau tdk hukuman mati,Negatif
@antonprabowo1830,tolong di backup beliau ini,Negatif
@afshakurniawan1316,darurat udang perampasan aset,Negatif
@danielyulianto,ibu ini dikorbankan oknum tertentu semoga keadilan berpihak pada ibu karen,Negatif
@MuhyidinMuhyidin-q7r,kalau benar dan butuh executor sepertinya banyak yang antre untuk jadi algojo bravo pak prabo,Negatif
@smallframe2704,apapun korupsinya rakyat yg jadi korban nya,Negatif
@eka2808,terserah orang bilang kalau jokowi kuat dinastinya tapi setidak tidaknya skandal korupsi di era dia ga segila era sby problematik sekali kasus korupsi di dua periode kepemimpinannya korupsi sapi suap besannya wisma atlet suap menpora e ktp hambalang dan yg paling ga pernah kita lupa skandal century lalu ditambah lagi sekarang lng pertamina ini ga ada beda sby sama pak harto gurita korupsinya jangan pernah dipilih lagi partai ini,Negatif
@MochAtlantik-qs7kp,kasian korban kebijakan untuk para pejabat penyelenggara perintah jangan pernah takut apabila kebijakan tersebut tdk terukur maka tolak semua itu jangan takut ngak makan allah akan memberikan jalan yg seluas luasnya,Negatif
@Assyifa212,semakin besar uang rakyat yang di korupsi semakin besar juga peluang untuk bebas dari hukum,Negatif
@anandhitofennady1196,alhamdulillah almaz gw selalu pake minimum vivo karena motor suzuki gsx r gw sempat ngadat fuel filter sensor nya dan kata mekaniknya gegara bensin gw yang padahal pake pertamax dulu gw sempat denial namun setelah berita ini gw kapok dan stop pake bensin gituan pagi ini start pake vivo atau shell yang green atau per turbo kek gw gabakal percaya case closed,Netral
@Om_Fungky,bukan aksi pribadi tp untuk kepentingan pribadi kan,Netral
@Ahmad26.,kok bisa para petinggi pertanian yang lainnya ngk tau kyk komisaris,Negatif
@SmJY-24end,tepi jurang dasar jurang,Negatif
@acungbalik2264,hukum mati korupsi,Negatif
@rachmadimadi9940,kasihan ibu karen bukan wajah koruptor mungkin karna sistim,Positif
@ibu083,dari kemarin korupsi besarn kejaring sama kejagung mulu kpk mana woy apa masih ada yg namanya kpk bubarin aja kpk gak guna ngabisin anggaran aja,Negatif
@KepoArtStudio,produksi miyak dalam negri sengaja diperkecil supaya kekurangan supply lalu membuat keputusan import minyak dengan harga markup trus yang bayar negara rugi berapa kali lipat tuh negara ga ada kapoknya korupsi di majapahit,Negatif
@burhanudinkamal,jadi tumbal para begundal,Negatif
@zabrahozore3817,ibu korban poltik dan kepentingan ini hal yang sangat lucu,Negatif
@bmcchannelofficial,tuntut pertamina selama ini rakyat telah di bohongi selama th,Negatif
@kemassy7162,tingkat ke hati an thd resiko bisnis yg telah dilakukan oleh seorang ibu karen ex dirut pertamina dg melakukan beberapa kali due dilligence thd berbagai aspek terkait resiko investasi aja stlh resign masih dipersoalkan maka sdh terbayang para pejabat negara dg cuma bermodal l dont read what l signed yg telah melakukan berbagai proyek trilyunan dana apbn ikn kcjb dsb dg tanpa melakukan berbagai studi komprehensif yg diperlukan stlh mereka pensiun pasti akan menjadi masalah besar maka nya jgn heran jika mereka dg cara licik akan mati an mempertahan kan tapuk kekuasaan demi menutupi borok dan kekurangan mereka,Netral
@Rizk_Jr,mantap kerja bagus,Netral
@dedi4777,hukum matii,Negatif
@bougati8425,kapan indonesia serius memberantas korupsi selama uu perampasan aset koruptor dan hukum mati koruptor belum disahkan maka praktek korupsi akan tetap ada,Negatif
@DaniAchmat,indonesia memang benar tidak bisa diharapkan menghukum para koruptor,Negatif
@saitamaking4276,sabar dan semangat bu karen allah yg akan membantu,Negatif
@Nothing_z24,pemerintah indonesia mantap ditunggu club baru diliga selanjutnya pertamina cc corruption club sangat kuat bahkan club lain masih tertinggal jauh poin nya,Positif
@soulbytes,basi lah kalau belm ada uu perampasan aset negara di rugikn t udah duit negara hilang belum lagi kerugian dari yang seharusnya negara dapat keuntunhan dr uang yg sudah dikeluarkan rugi waktu rugi modal rugi untung diambil koruptor nggk heran di tangkep masih cengangas cengenges,Negatif
@Stn666-u3e,kelas,Netral
@OppoOppoA95-j6j,makanya sy tidak pernah setuju klu orang korupsi di indonesia mau di hukum berat karena semua akibat sistem yang buruk,Negatif
@angkihunam9396,kapan baru ada pemimpin di negara ini yg bisa basmi org yg korupsi,Negatif
@riellatuconsina598,negeri ini semakin sulit untuk menegakkan keadilan kebenaran yang lemah di injak dan yang kuat semakin tegak,Negatif
@virginiaman5055,hukum mati byk rugikan org,Negatif
@ifanisyafiqdwimusholli5528,ngerii lanjutkan program ini,Netral
@randyipakit1621,kelass kingg,Netral
@UdinusDev,kasus korupsi setahu saya ada beberapa kategori memperkaya diri sediri golongan merugikan negara misadministrasi keuangan dalam hal ini sepertinya bu karen dikenai tuduhan merugikan negara padahal saat pertamina rugi bu karen surah tidak menjabat lagi seharusnya masih harus ditelisik lagi kenapa negara rugi pada periode yg disebutkan jadi bisa jelas siapa sebenarnya yg membuat rugi pertamina,Negatif
